,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
44878,4,Local-gov,209899,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,1,United-States,<=50K
15697,1,Private,217200,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,3,United-States,<=50K
28641,1,Private,604045,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
43684,0,Private,108001,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
34265,2,Self-emp-not-inc,189941,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
32451,2,Private,195617,Some-college,10,Separated,Exec-managerial,Unmarried,White,Female,0,0,0,United-States,<=50K
6003,1,Private,154843,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
10333,3,Local-gov,93476,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,4,United-States,<=50K
16358,3,Private,166565,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,3,United-States,<=50K
11670,3,Private,227714,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
22295,4,Self-emp-not-inc,346635,Masters,14,Divorced,Sales,Unmarried,White,Female,0,4,3,United-States,<=50K
19841,4,Private,183893,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
134,3,Private,146195,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,Black,Female,0,0,2,United-States,<=50K
8132,1,Private,110239,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
43109,0,Private,181659,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,3,United-States,<=50K
26323,4,Self-emp-not-inc,106118,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,>50K
28748,3,Private,204629,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
9936,4,Self-emp-not-inc,40021,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,<=50K
37313,1,Private,401069,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
4227,3,Local-gov,88120,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,2,United-States,<=50K
30242,3,Self-emp-not-inc,89737,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
24010,2,Self-emp-inc,120277,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
23198,2,Private,128700,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
3406,1,Private,197023,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
16239,2,Self-emp-not-inc,33121,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,<=50K
35465,1,Private,147548,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
5557,2,Private,201319,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
25240,0,Private,220284,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,2,Mexico,<=50K
9592,3,Private,213378,HS-grad,9,Separated,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K
22181,1,Private,221436,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,Cuba,>50K
44952,4,Self-emp-inc,149689,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,3,United-States,>50K
6597,0,Private,38294,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,1,0,2,United-States,<=50K
22819,1,Local-gov,191731,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
12249,2,Local-gov,139703,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,2,United-States,<=50K
12558,1,Private,420054,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
43568,3,Private,146325,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
9238,2,Local-gov,51424,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
4430,3,Private,335481,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,1,United-States,<=50K
34488,4,Private,95680,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,2,United-States,>50K
27665,1,,103651,11th,7,Married-civ-spouse,,Husband,White,Male,0,0,1,United-States,<=50K
11370,3,Private,112310,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
8451,4,Self-emp-inc,255822,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,<=50K
3165,1,Private,200641,10th,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,Mexico,<=50K
8105,1,Self-emp-inc,113543,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
19451,2,Private,176063,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,>50K
32799,1,Private,362617,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
28148,3,,376058,9th,5,Never-married,,Own-child,White,Female,0,0,2,United-States,<=50K
37498,3,Self-emp-not-inc,72257,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
47158,1,Private,107417,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
28846,2,Private,30916,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
31402,2,Federal-gov,139161,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,Black,Female,0,2,2,United-States,<=50K
47228,0,Private,236091,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
2836,2,Private,367533,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
24352,0,Private,184693,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,0,Mexico,<=50K
1390,1,Private,29904,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,2,United-States,<=50K
46763,0,,112137,Some-college,10,Never-married,,Own-child,Other,Female,0,0,0,,<=50K
7514,0,Private,252187,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
42716,3,Self-emp-inc,151580,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
26647,2,Local-gov,99679,Prof-school,15,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,>50K
37293,3,Self-emp-not-inc,97176,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,3,United-States,<=50K
12097,0,Private,104981,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,3,United-States,<=50K
5824,4,Self-emp-inc,338316,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
9287,2,Private,179524,Bachelors,13,Separated,Other-service,Not-in-family,White,Female,0,0,3,United-States,<=50K
4197,3,Federal-gov,45334,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,4,,<=50K
43802,1,Private,198289,12th,8,Never-married,Farming-fishing,Other-relative,White,Male,0,0,2,Puerto-Rico,<=50K
20084,0,Private,156807,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,0,United-States,<=50K
25466,1,Private,82393,HS-grad,9,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,2,United-States,<=50K
37240,2,Local-gov,120277,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
22712,1,Private,181776,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
45499,1,Private,119411,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,2,United-States,<=50K
32454,3,Private,257933,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
32068,0,Private,145964,12th,8,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,2,United-States,<=50K
42646,0,Private,311826,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,0,United-States,<=50K
35604,4,Local-gov,179411,HS-grad,9,Widowed,Tech-support,Unmarried,White,Female,0,0,1,United-States,<=50K
21210,1,Self-emp-inc,99309,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
47641,2,State-gov,195212,Masters,14,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,3,United-States,<=50K
22761,2,Private,138192,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
44558,3,Self-emp-not-inc,43705,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,3,United-States,<=50K
33260,3,Private,387540,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
44901,1,Local-gov,257124,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,3,United-States,<=50K
26991,1,State-gov,122660,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,0,0,2,United-States,<=50K
21273,1,Private,129460,10th,6,Widowed,Adm-clerical,Unmarried,White,Female,0,4,1,United-States,<=50K
37864,1,Private,158672,11th,7,Separated,Other-service,Not-in-family,White,Male,0,0,2,Puerto-Rico,<=50K
42338,4,Private,186202,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
243,0,,119156,Some-college,10,Never-married,,Own-child,White,Male,0,0,0,United-States,<=50K
20399,4,,41553,Some-college,10,Widowed,,Not-in-family,Black,Female,0,0,2,United-States,<=50K
29819,3,,244214,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,1,United-States,<=50K
28703,0,Private,176729,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
28755,2,Private,96321,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
31494,0,Private,105479,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K
30779,4,Private,225014,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
5862,4,Private,216856,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
43542,4,Self-emp-inc,103824,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
21463,3,Private,238185,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
36391,4,Private,50490,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
19432,0,Private,235722,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
31937,0,Private,239954,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,0,0,2,United-States,<=50K
43959,2,State-gov,178897,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,1,0,2,United-States,<=50K
12730,2,Self-emp-inc,311357,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
40323,4,Private,33115,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
15553,2,Private,166662,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
26438,3,Private,223342,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,1,0,2,England,<=50K
41326,3,Private,161482,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
2955,3,Private,103931,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
12575,2,Self-emp-inc,269318,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,2,United-States,>50K
19433,4,,367984,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,<=50K
703,1,Self-emp-not-inc,80145,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
32906,1,Private,106562,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,>50K
36246,2,Self-emp-not-inc,233033,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,2,United-States,<=50K
33832,1,Self-emp-not-inc,370498,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
15170,0,Private,234190,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K
41246,3,Self-emp-inc,161482,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,2,United-States,<=50K
1039,1,,164309,11th,7,Married-civ-spouse,,Wife,White,Female,0,0,0,United-States,<=50K
8340,3,Local-gov,192323,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,>50K
45259,0,,234108,Some-college,10,Never-married,,Not-in-family,White,Male,0,0,2,United-States,<=50K
8537,1,Private,292592,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
8006,0,Private,127190,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
5976,1,Private,53063,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
38822,1,Private,388672,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
1896,2,Private,112283,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
24477,2,Private,113324,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,3,2,United-States,>50K
25129,3,Private,145041,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,Cuba,>50K
34302,1,Local-gov,33604,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,1,United-States,<=50K
38509,2,Private,186410,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
34956,2,Self-emp-not-inc,165855,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,Germany,<=50K
11919,2,Private,257758,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
15537,1,Self-emp-inc,114053,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K
4254,2,Private,57233,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
121,2,Private,118853,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
1318,2,State-gov,144928,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
16107,2,Private,116391,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,Germany,<=50K
29584,0,State-gov,37482,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
24348,2,Private,99527,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
46655,1,Private,207301,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,3,United-States,<=50K
38271,0,Local-gov,117789,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
5068,1,Local-gov,255004,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
9753,2,Local-gov,107845,Assoc-acdm,12,Divorced,Protective-serv,Not-in-family,White,Female,0,0,3,United-States,>50K
43216,1,Private,262413,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,2,Italy,<=50K
47472,0,Private,318918,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,1,United-States,<=50K
852,3,Self-emp-not-inc,177407,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
48113,4,Private,232683,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,France,>50K
33335,2,Private,167534,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2,0,1,United-States,<=50K
31803,4,Private,252419,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
11733,3,Private,223342,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,1,1,United-States,<=50K
16003,3,Private,306183,Some-college,10,Divorced,Other-service,Own-child,White,Female,0,0,2,United-States,<=50K
35761,0,,170456,Some-college,10,Never-married,,Own-child,White,Male,0,0,0,United-States,<=50K
8845,1,Private,88913,Some-college,10,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,2,United-States,<=50K
4469,0,Private,167147,12th,8,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K
32961,2,Private,138868,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
30888,2,Private,145711,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,>50K
14725,4,,249043,Bachelors,13,Married-civ-spouse,,Husband,White,Male,4,0,2,United-States,>50K
45495,1,Private,109917,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
21600,1,Private,204494,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
22376,1,Private,161857,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,Other,Female,0,0,2,Columbia,<=50K
43504,2,Private,48976,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,2,United-States,>50K
36300,0,Private,186006,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
17155,1,Private,291147,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
31972,2,Self-emp-inc,62026,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,4,0,2,United-States,>50K
34814,3,Self-emp-inc,76482,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,<=50K
44276,4,Private,98630,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
27108,2,Private,225504,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
16166,3,Private,257337,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
2755,0,Private,211345,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,2,Mexico,<=50K
7581,3,Private,188161,HS-grad,9,Separated,Machine-op-inspct,Own-child,Black,Female,0,0,2,United-States,<=50K
3839,4,Local-gov,151369,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
43424,2,Private,409902,10th,6,Separated,Other-service,Unmarried,Black,Female,0,0,1,United-States,<=50K
15851,1,Private,68037,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
21895,4,Local-gov,303860,Masters,14,Widowed,Exec-managerial,Not-in-family,White,Male,1,0,0,United-States,<=50K
2310,4,Private,128764,7th-8th,4,Widowed,Transport-moving,Not-in-family,White,Male,0,0,0,United-States,<=50K
16109,2,Private,111895,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,>50K
12327,2,Private,202565,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
33610,1,State-gov,189838,Some-college,10,Divorced,Prof-specialty,Other-relative,White,Female,0,0,2,United-States,<=50K
37286,2,Private,130126,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
11865,4,Private,82388,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,<=50K
10649,0,Private,255252,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
20279,0,Private,231160,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K
46974,3,Private,346871,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,>50K
36520,2,Private,59916,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
17936,1,Self-emp-inc,187450,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,>50K
20218,1,Private,485117,Bachelors,13,Never-married,Transport-moving,Own-child,White,Male,0,0,0,United-States,<=50K
19241,0,State-gov,391257,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
10562,2,Private,247750,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,2,United-States,<=50K
41364,0,,285775,Bachelors,13,Never-married,,Own-child,White,Male,0,0,2,United-States,<=50K
33403,0,Private,199011,11th,7,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,<=50K
9519,1,Private,454508,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,3,2,United-States,<=50K
32428,2,Federal-gov,110622,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,2,Philippines,<=50K
39241,1,Private,161153,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,<=50K
29302,2,Local-gov,74949,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
27013,1,Private,417941,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
22670,0,Private,193166,9th,5,Never-married,Sales,Own-child,White,Female,0,0,2,United-States,<=50K
39848,0,Private,234970,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,2,,<=50K
4268,2,Private,281021,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
5261,1,Private,376936,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
9997,0,Private,319163,Some-college,10,Never-married,Transport-moving,Own-child,Black,Male,0,0,2,United-States,<=50K
623,1,Private,34383,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
29621,1,Private,81206,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0,0,2,United-States,<=50K
23423,1,Private,19302,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,3,0,2,United-States,>50K
34573,1,Self-emp-not-inc,146949,10th,6,Never-married,Sales,Own-child,White,Male,0,0,4,United-States,<=50K
23329,2,Private,268098,12th,8,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,2,United-States,<=50K
13924,2,State-gov,22245,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,>50K
41034,2,Private,72393,Bachelors,13,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
42438,3,Private,312631,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,2,3,United-States,>50K
32712,1,Private,221561,11th,7,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,1,United-States,<=50K
9263,1,Federal-gov,211596,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
44986,0,Private,218068,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,1,United-States,<=50K
44032,0,State-gov,117393,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,<=50K
20440,4,Private,440607,Preschool,1,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,1,Mexico,<=50K
16329,0,Private,243878,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,2,United-States,<=50K
44955,3,Private,353787,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
6604,2,Private,406603,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,0,Iran,<=50K
7792,2,Private,213008,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,Japan,<=50K
40612,1,Private,248754,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
20568,4,Private,336007,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,4,2,United-States,>50K
26812,1,Private,120238,Bachelors,13,Never-married,Sales,Other-relative,White,Male,0,0,2,United-States,<=50K
1296,0,Private,236696,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,3,United-States,<=50K
35013,0,Private,327079,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
11682,4,Private,100776,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,3,United-States,<=50K
26729,3,Private,175070,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,2,0,2,United-States,>50K
41344,2,Self-emp-not-inc,190290,Some-college,10,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,0,4,France,<=50K
6042,2,Self-emp-inc,150533,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,>50K
40841,1,Private,212041,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,3,United-States,<=50K
38228,3,Private,149784,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
13906,0,Private,242729,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
586,1,Private,34292,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,3,United-States,<=50K
36470,2,Private,122240,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
41852,4,Private,169560,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
1954,4,Private,263637,10th,6,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,<=50K
4667,0,Private,48610,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,2,United-States,<=50K
30715,1,Private,129775,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,<=50K
1026,1,Private,201624,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,2,,<=50K
2578,4,,45537,Masters,14,Married-civ-spouse,,Husband,Black,Male,0,0,2,United-States,>50K
20088,3,Self-emp-inc,184787,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
18329,2,Private,81487,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,1,2,United-States,<=50K
14936,0,Private,186648,10th,6,Separated,Machine-op-inspct,Own-child,White,Male,0,0,2,United-States,<=50K
27003,2,Self-emp-inc,240504,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,>50K
47341,0,Self-emp-not-inc,199419,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,3,United-States,<=50K
